test_id,is_female
155,0.973900914
156,0.99148047
157,0.996372104
158,0.024488185
159,0.019758895
160,0.05920158
161,0.974260867
162,0.9935323
163,0.368786246
164,0.990527511
165,0.094223633
166,0.061373468
167,0.993167579
168,0.975114048
169,0.049448349
170,0.671737552
171,0.994532108
172,0.298827857
173,0.010014011
174,0.983800352
175,0.982427001
176,0.850158155
177,0.298970461
178,0.277184904
179,0.041526299
180,0.948759377
181,0.99649483
182,0.064320169
183,0.060807772
184,0.012313585
185,0.992066741
186,0.433745921
187,0.978753686
188,0.447580427
189,0.987847209
190,0.01754027
191,0.047125667
192,0.013469771
193,0.987503469
194,0.058797479
195,0.288218647
196,0.987930775
197,0.97706455
198,0.985267758
199,0.273625761
200,0.949318349
201,0.027617252
202,0.993887722
203,0.884365201
204,0.0575427
205,0.988872111
206,0.983659625
207,0.035371408
208,0.981588721
209,0.988616526
210,0.991820097
211,0.960598171
212,0.077639967
213,0.986690521
214,0.996162772
215,0.540781736
216,0.971635342
217,0.992046475
218,0.081317268
219,0.060019888
220,0.022523394
221,0.196137294
222,0.013063872
223,0.190196633
224,0.959592283
225,0.120442361
226,0.672621191
227,0.044549227
228,0.008267804
229,0.959598124
230,0.24161239
231,0.988934815
232,0.135269701
233,0.969863594
234,0.013756987
235,0.014237856
236,0.221166775
237,0.99697578
238,0.006473213
239,0.00629048
240,0.300603926
241,0.919018209
242,0.13887389
243,0.821597219
244,0.886589944
245,0.760420799
246,0.075139858
247,0.002549337
248,0.994026303
249,0.2375848
250,0.058435436
251,0.781423807
252,0.567305267
253,0.932051599
254,0.021758618
255,0.006244525
256,0.962853968
257,0.102684662
258,0.012991654
259,0.970025063
260,0.004769037
261,0.844388068
262,0.492387801
263,0.911595941
264,0.978464246
265,0.203328446
266,0.388238609
267,0.577898383
268,0.040443894
269,0.991903603
270,0.995323956
271,0.774870872
272,0.942996442
273,0.989427149
274,0.23693423
275,0.476806313
276,0.058910273
277,0.145742714
278,0.994621038
279,0.995490849
280,0.02611416
281,0.021779129
282,0.989623964
283,0.254161388
284,0.048938781
285,0.034235626
286,0.008356067
287,0.476008117
288,0.006868749
289,0.994243205
290,0.989675105
291,0.962209404
292,0.019221112
293,0.010685145
294,0.020938575
295,0.608515322
296,0.076038525
297,0.034340683
298,0.006782283
299,0.006589353
300,0.06168833
301,0.980967224
302,0.979815841
303,0.20486863
304,0.98765099
305,0.009518502
306,0.994335473
307,0.234362602
308,0.008164106
309,0.611318231
310,0.007909705
311,0.06889239
312,0.105874009
313,0.99729377
314,0.216298595
315,0.905875087
316,0.321399122
317,0.990923703
318,0.996652067
319,0.995306671
320,0.184088096
321,0.998315692
322,0.992524803
323,0.994098902
324,0.82406342
325,0.102782786
326,0.997476399
327,0.909920275
328,0.653668404
329,0.989028454
330,0.087621629
331,0.817861497
332,0.169122517
333,0.948525965
334,0.504651964
335,0.006299321
336,0.986497998
337,0.996858716
338,0.039890774
339,0.064448066
340,0.996679544
341,0.982194722
342,0.950263858
343,0.981668651
344,0.997060716
345,0.016951498
346,0.780755699
347,0.285078466
348,0.03413222
349,0.420206606
350,0.955787122
351,0.01095146
352,0.03797853
353,0.015637239
354,0.990025282
355,0.888374329
356,0.327079326
357,0.996827185
358,0.004992935
359,0.054952815
360,0.963783741
361,0.9077757
362,0.981374204
363,0.994749606
364,0.997285485
365,0.951272249
366,0.995998025
367,0.76280123
368,0.989542246
369,0.011614576
370,0.968779206
371,0.036335722
372,0.04374652
373,0.485865057
374,0.978162825
375,0.021539403
376,0.400418103
377,0.018441753
378,0.131494597
379,0.591747701
380,0.873134136
381,0.971643329
382,0.990726233
383,0.064463995
384,0.008965325
385,0.026787778
386,0.992405951
387,0.981214404
388,0.98968339
389,0.248415098
390,0.006407427
391,0.02337764
392,0.328862369
393,0.00533024
394,0.993411958
395,0.976779997
396,0.005098234
397,0.010328966
398,0.994671404
399,0.256737858
400,0.983082771
401,0.007264765
402,0.994947553
403,0.018197477
404,0.28052038
405,0.012094089
406,0.069575384
407,0.994605839
408,0.986505687
409,0.018914426
410,0.992684603
411,0.008726018
412,0.39716056
413,0.003470778
414,0.019168722
415,0.98523581
416,0.009303492
417,0.007824798
418,0.996701777
419,0.036641371
420,0.909746349
421,0.98781836
422,0.987626255
423,0.06856963
424,0.996707439
425,0.982448757
426,0.993672729
427,0.990085721
428,0.4323816
429,0.107351594
430,0.889384866
431,0.549776316
432,0.936977029
433,0.109155193
434,0.053103205
435,0.985938728
436,0.693412304
437,0.993719101
438,0.983131051
439,0.991912365
440,0.119626276
441,0.040422633
442,0.158225402
443,0.075718701
444,0.983338475
445,0.018805174
446,0.468443453
447,0.018907791
448,0.297675103
449,0.944241583
450,0.022436509
451,0.018328754
452,0.994017243
453,0.969443023
454,0.073839098
455,0.810701907
456,0.99101007
457,0.995948255
458,0.253070652
459,0.996452928
460,0.983055949
461,0.818166256
462,0.069587328
463,0.98656565
464,0.232658416
465,0.979594767
466,0.00992103
467,0.988360405
468,0.995384276
469,0.024265742
470,0.015097652
471,0.779669464
472,0.980561912
473,0.486853033
474,0.8615731
475,0.995652556
476,0.993481636
477,0.008478362
478,0.591638267
479,0.297393799
480,0.92426306
481,0.993901968
482,0.015448889
483,0.995526969
484,0.01349229
485,0.010707583
486,0.98141551
487,0.245127007
488,0.993226945
489,0.993337989
490,0.986010432
491,0.988858104
492,0.997113228
493,0.04627379
494,0.616794467
495,0.996875763
496,0.095200531
497,0.998273969
498,0.986670196
499,0.408567578
500,0.979030192
501,0.137403965
502,0.244990364
503,0.696479917
504,0.174665749
505,0.005868957
506,0.886110306
507,0.972663701
508,0.149131089
509,0.977540135
510,0.995658994
511,0.003165269
512,0.016941004
513,0.993200123
514,0.972011626
515,0.913370967
516,0.991233885
517,0.982107818
518,0.998148084
519,0.957257569
520,0.967508256
521,0.01995204
522,0.98997736
523,0.028315602
524,0.997606397
525,0.026134312
526,0.006456953
527,0.994908512
528,0.017533666
529,0.908528805
530,0.100020111
531,0.708614647
532,0.101748183
533,0.017917622
534,0.197258353
535,0.018416192
536,0.034220409
537,0.994525194
538,0.840253532
539,0.02259643
540,0.342756867
541,0.992660522
542,0.896648526
543,0.035218865
544,0.008898111
545,0.230231896
546,0.983593285
547,0.019075941
548,0.022484522
549,0.64800036
550,0.901520133
551,0.124432132
552,0.007446998
553,0.997103512
554,0.006892842
555,0.994872749
556,0.993898749
557,0.978954494
558,0.018895712
559,0.01243678
560,0.991540015
561,0.025616884
562,0.982153356
563,0.98847127
564,0.938187957
565,0.003829063
566,0.016923439
567,0.986943007
568,0.986029088
569,0.992953122
570,0.994455516
571,0.014587794
572,0.363710582
573,0.956255734
574,0.986468434
575,0.983057797
576,0.983926833
577,0.775040209
578,0.108483635
579,0.99679023
580,0.979573369
581,0.992561877
582,0.01703796
583,0.989314675
584,0.989898384
585,0.693687975
586,0.96496129
587,0.005903069
588,0.015287351
589,0.495149106
590,0.99232012
591,0.079806678
592,0.967377841
593,0.742655516
594,0.050980154
595,0.981391788
596,0.022084009
597,0.990333259
598,0.434008658
599,0.246651769
600,0.01806486
601,0.136206314
602,0.444791913
603,0.101902895
604,0.996525466
605,0.009065008
606,0.044037916
607,0.360952914
608,0.048577875
609,0.925831079
610,0.831347883
611,0.003171891
612,0.575391233
613,0.146684498
614,0.971042812
615,0.006430323
616,0.997900009
617,0.994543433
618,0.973506033
619,0.193370655
620,0.970432401
621,0.040114947
622,0.181442052
623,0.03420838
624,0.334834158
625,0.984582126
626,0.054220658
627,0.071364939
628,0.020030815
629,0.018441975
630,0.990936816
631,0.989461601
632,0.989107311
633,0.012278398
634,0.047621652
635,0.98116976
636,0.997203469
637,0.004579997
638,0.012053046
639,0.929037035
640,0.992437303
641,0.99491924
642,0.898920655
643,0.02947174
644,0.986286819
645,0.05799821
646,0.006376739
647,0.969937265
648,0.009950905
649,0.944000363
650,0.35514617
651,0.308960527
652,0.945462763
653,0.014108672
654,0.012855127
655,0.008973874
656,0.006467503
657,0.984722078
658,0.995834827
659,0.009340523
660,0.994623065
661,0.006529338
662,0.030165372
663,0.00494863
664,0.042137451
665,0.977048278
666,0.153793052
667,0.989520669
668,0.09346953
669,0.994300485
670,0.004665021
671,0.006889896
672,0.926333368
673,0.008038311
674,0.991493821
675,0.379474878
676,0.009732188
677,0.992356539
678,0.971946955
679,0.578764975
680,0.992474854
681,0.987938762
682,0.839192212
683,0.406296939
684,0.074868321
685,0.008232499
686,0.026704695
687,0.380494267
688,0.989447117
689,0.993749857
690,0.997873545
691,0.080324963
692,0.996668637
693,0.991780341
694,0.857952833
695,0.017891102
696,0.997058988
697,0.989101708
698,0.025024043
699,0.857686698
700,0.980582178
701,0.991407335
702,0.004041485
703,0.045453001
704,0.874816179
705,0.346396416
706,0.987436533
707,0.951077282
708,0.984009624
709,0.020277513
710,0.954535842
711,0.197665349
712,0.557824016
713,0.2423691
714,0.034612961
715,0.016167974
716,0.975045979
717,0.70983392
718,0.975280821
719,0.0137783
720,0.995210946
721,0.72483474
722,0.978151321
723,0.980841637
724,0.747862875
725,0.611810803
726,0.996365309
727,0.026622031
728,0.987926364
729,0.043211706
730,0.047282513
731,0.058439109
732,0.978805721
733,0.015055563
734,0.989935338
735,0.982592344
736,0.057021778
737,0.805743277
738,0.009854852
739,0.008722947
740,0.98778975
741,0.995686293
742,0.014487668
743,0.163529351
744,0.636909425
745,0.994150221
746,0.333244532
747,0.988890529
748,0.988315701
749,0.994111955
750,0.996710539
751,0.950814962
752,0.046433173
753,0.022956276
754,0.991328776
755,0.558467686
756,0.019782366
757,0.413143396
758,0.078933932
759,0.137466937
760,0.57594198
761,0.916219115
762,0.007203958
763,0.013491159
764,0.969788432
765,0.971405804
766,0.037142873
767,0.98381269
768,0.984436035
769,0.467635542
770,0.988261878
771,0.015080594
772,0.996111333
773,0.988048196
774,0.996249259
775,0.198209122
776,0.091856852
777,0.990575314
778,0.072520964
779,0.995376468
780,0.1450838
781,0.983996689
782,0.449982017
783,0.990478873
784,0.988500714
785,0.007025381
786,0.070509486
787,0.973021686
788,0.986348867
789,0.754999399
790,0.980290532
791,0.133756891
792,0.990229905
793,0.030048942
794,0.968005598
795,0.051247418
796,0.027948713
797,0.991330504
798,0.965838969
799,0.954983234
800,0.997100651
801,0.993400693
802,0.840724945
803,0.048003931
804,0.989716351
805,0.30193904
806,0.551913261
807,0.177554235
808,0.030583669
809,0.041372709
810,0.457577884
811,0.885333538
812,0.017743787
813,0.69767189
814,0.993614793
815,0.94620353
816,0.236847579
817,0.115366064
818,0.050927531
819,0.05988393
820,0.986942887
821,0.960573971
822,0.006405208
823,0.005743503
824,0.406218082
825,0.021599729
826,0.013458667
827,0.996715188
828,0.992471218
829,0.571569979
830,0.991223216
831,0.995142579
832,0.995712638
833,0.89928937
834,0.02373814
835,0.998158514
836,0.026094649
837,0.041316215
838,0.121107183
839,0.992558241
840,0.033384807
841,0.994401395
842,0.023595456
843,0.045797866
844,0.026982881
845,0.93938905
846,0.733706892
847,0.010405756
848,0.994950533
849,0.022856504
850,0.957687855
851,0.982814312
852,0.979417741
853,0.973334432
854,0.454649061
855,0.004247244
856,0.078507945
857,0.012163648
858,0.013257079
859,0.993994057
860,0.970120192
861,0.284492403
862,0.989301622
863,0.012365503
864,0.984648347
865,0.993488431
866,0.368398458
867,0.954550922
868,0.395368695
869,0.996832669
870,0.932191253
871,0.992538393
872,0.861735761
873,0.991861701
874,0.492378205
875,0.063337326
876,0.60251832
877,0.992649615
878,0.015870975
879,0.984284163
880,0.997405946
881,0.749646306
882,0.997914493
883,0.582230985
884,0.011474469
885,0.995209754
886,0.918680012
887,0.422750771
888,0.012959989
889,0.065851592
890,0.995079756
891,0.983398914
892,0.985734224
893,0.017173691
894,0.993515372
895,0.990360618
896,0.140523955
897,0.216598302
898,0.07600864
899,0.965632379
900,0.037203681
901,0.993870735
902,0.008332453
903,0.014803902
904,0.011517999
905,0.064363629
906,0.860616148
907,0.987144291
908,0.524516106
909,0.523046672
910,0.994994402
911,0.059292968
912,0.995459378
913,0.927503228
914,0.996255159
915,0.19993937
916,0.995548725
917,0.994760454
918,0.975473404
919,0.260050088
920,0.98229295
921,0.004392612
922,0.992743134
923,0.016073272
924,0.050454263
925,0.003651839
926,0.437011331
927,0.029859152
928,0.005846332
929,0.995124876
930,0.013852577
931,0.992690504
932,0.15546912
933,0.955400109
934,0.009602815
935,0.993085265
936,0.032745566
937,0.153563917
938,0.020146525
939,0.962752938
940,0.983984113
941,0.076681063
942,0.996973872
943,0.712871969
944,0.521915853
945,0.009040971
946,0.995686412
947,0.505313337
948,0.584371209
949,0.013776188
950,0.986069918
951,0.98448503
952,0.977110505
953,0.989267528
954,0.981081069
955,0.905334949
956,0.518796027
957,0.006705902
958,0.004546436
959,0.042712566
960,0.989735961
961,0.384883851
962,0.976345479
963,0.717057705
964,0.993874729
965,0.991947234
966,0.982267678
967,0.119849175
968,0.154393867
969,0.017360276
970,0.014383214
971,0.232397467
972,0.202444807
973,0.444536775
974,0.557484746
975,0.077935785
976,0.993449271
977,0.996537805
978,0.009596803
979,0.905786633
980,0.946178854
981,0.02083572
982,0.58718127
983,0.973798931
984,0.410396785
985,0.046545848
986,0.990237415
987,0.040147293
988,0.977971613
989,0.997700632
990,0.171820804
991,0.994802117
992,0.456667513
993,0.774985373
994,0.357278645
995,0.249583825
996,0.030453267
997,0.995610178
998,0.99857235
999,0.03142212
1000,0.859915376
1001,0.992774963
1002,0.991175652
1003,0.200527012
1004,0.148111239
1005,0.975203514
1006,0.037597239
1007,0.986053109
1008,0.090592034
1009,0.994378865
1010,0.662444234
1011,0.030005729
1012,0.709749579
1013,0.991208315
1014,0.018648896
1015,0.984000683
1016,0.018071748
1017,0.057793498
1018,0.611588418
1019,0.993133128
1020,0.026578682
1021,0.996734262
1022,0.994485438
1023,0.053375136
1024,0.026330251
1025,0.007811963
1026,0.996715665
1027,0.019440426
1028,0.989103556
1029,0.985919118
1030,0.965988576
1031,0.139357448
1032,0.013432071
1033,0.939490259
1034,0.007178557
1035,0.995731413
1036,0.952400267
1037,0.996806145
1038,0.201494113
1039,0.967320502
1040,0.992760777
1041,0.979940832
1042,0.004670661
1043,0.899738848
1044,0.992495656
1045,0.012662022
1046,0.994152129
1047,0.269750148
1048,0.994442523
1049,0.0101402
1050,0.993210375
1051,0.996461689
1052,0.014543764
1053,0.995339274
1054,0.987777174
1055,0.009492884
1056,0.285111427
1057,0.697416484
1058,0.983343363
1059,0.678509653
1060,0.007662509
1061,0.993619859
1062,0.992560148
1063,0.954551935
1064,0.03000658
1065,0.574093223
1066,0.01444215
1067,0.115914188
1068,0.007309892
1069,0.020383473
1070,0.020700593
1071,0.988988578
1072,0.025925819
1073,0.92407155
1074,0.959571123
1075,0.951206565
1076,0.749688148
1077,0.599855125
1078,0.994848013
1079,0.192925841
1080,0.040706869
1081,0.558050871
1082,0.026299205
1083,0.996410787
1084,0.993475735
1085,0.216914624
1086,0.018255508
1087,0.187240973
1088,0.996875525
1089,0.326440573
1090,0.094611324
1091,0.052225262
1092,0.010515289
1093,0.32436797
1094,0.380528659
1095,0.976271391
1096,0.058124837
1097,0.408477098
1098,0.04694609
1099,0.982546091
1100,0.988922477
1101,0.034683861
1102,0.767250121
1103,0.210926503
1104,0.449415773
1105,0.991565108
1106,0.995369017
1107,0.170553014
1108,0.977150142
1109,0.028863415
1110,0.738382578
1111,0.004489433
1112,0.459008694
1113,0.070224322
1114,0.992166042
1115,0.98306191
1116,0.80326736
1117,0.995856345
1118,0.996160865
1119,0.971618235
1120,0.006082776
1121,0.995958269
1122,0.997076869
1123,0.84914583
1124,0.983450413
1125,0.541820168
1126,0.989912093
1127,0.005982284
1128,0.052303042
1129,0.992739975
1130,0.007797662
1131,0.011765352
1132,0.993608236
1133,0.027616676
1134,0.995862722
1135,0.830363214
1136,0.977256894
1137,0.994978368
1138,0.843244135
1139,0.023368225
1140,0.052989312
1141,0.988952994
1142,0.845608473
1143,0.006544084
1144,0.011378797
1145,0.996233284
1146,0.952033579
1147,0.997732759
1148,0.019515635
1149,0.019948222
1150,0.98812592
1151,0.215660661
1152,0.330953658
1153,0.894349456
1154,0.973543286
1155,0.27551049
1156,0.139931858
1157,0.157215163
1158,0.992689788
1159,0.979877412
1160,0.057615321
1161,0.301534355
1162,0.96511811
1163,0.97035867
1164,0.998040497
1165,0.016506154
1166,0.057081342
1167,0.844439745
1168,0.16575785
1169,0.98897177
1170,0.909376204
1171,0.990162373
1172,0.639574289
1173,0.755856097
1174,0.237505525
1175,0.97093147
1176,0.016017472
1177,0.275633067
1178,0.9981547
1179,0.998347521
1180,0.731023073
1181,0.987729728
1182,0.989085615
1183,0.04260369
1184,0.11328195
1185,0.899273634
1186,0.987190962
1187,0.998373747
1188,0.214575678
1189,0.995696545
1190,0.040011812
1191,0.995941818
1192,0.602704108
1193,0.991843879
1194,0.953345478
1195,0.50318718
1196,0.057594053
1197,0.9012658
1198,0.006861669
1199,0.700085282
1200,0.992127657
1201,0.726910412
1202,0.8971259
1203,0.924417615
1204,0.521889091
1205,0.034748282
1206,0.017327152
1207,0.031780243
1208,0.245953843
1209,0.142374307
1210,0.005127194
1211,0.501960933
1212,0.009273856
1213,0.997362196
1214,0.0754425
1215,0.957428753
1216,0.797171652
1217,0.85159117
1218,0.988404155
1219,0.020875949
1220,0.02055368
1221,0.992310047
1222,0.008434732
1223,0.14204213
1224,0.995429158
1225,0.152922302
1226,0.515997708
1227,0.59265542
1228,0.994101346
1229,0.006361376
1230,0.995392084
1231,0.371757239
1232,0.925011575
1233,0.026418185
1234,0.004787898
1235,0.512417197
1236,0.993649662
1237,0.988064229
1238,0.739326477
1239,0.00907378
1240,0.953295112
1241,0.090576246
1242,0.981365383
1243,0.012133617
1244,0.992718339
1245,0.997644961
1246,0.986260712
1247,0.010651154
1248,0.015766585
1249,0.820652962
1250,0.95745641
1251,0.990837455
1252,0.124028735
1253,0.004419595
1254,0.9973405
1255,0.996782541
1256,0.928654253
1257,0.012544412
1258,0.99072814
1259,0.829563737
1260,0.263722837
1261,0.045486547
1262,0.670722544
1263,0.991033852
1264,0.977820098
1265,0.037422512
1266,0.677551806
1267,0.701762199
1268,0.992122948
1269,0.99745816
1270,0.142245203
1271,0.981968343
1272,0.437752634
1273,0.976049662
1274,0.110163204
1275,0.325522482
1276,0.249363407
1277,0.574906111
1278,0.979201853
1279,0.016639538
1280,0.81384474
1281,0.217697442
1282,0.59012872
1283,0.006336781
1284,0.335409135
1285,0.975296855
1286,0.261971831
1287,0.022417627
1288,0.101231419
1289,0.029578095
1290,0.395832747
1291,0.02127742
1292,0.025687385
1293,0.993527353
1294,0.011325473
1295,0.992992282
1296,0.552400112
1297,0.993501961
1298,0.991760075
1299,0.183695316
1300,0.871681333
1301,0.961757123
1302,0.215416327
1303,0.992434025
1304,0.848858893
1305,0.998023629
1306,0.024092173
1307,0.996608138
1308,0.973534822
1309,0.599295974
1310,0.12597008
1311,0.222499579
1312,0.99288094
1313,0.254306406
1314,0.023308167
1315,0.88998121
1316,0.984537244
1317,0.006934801
1318,0.011700882
1319,0.055896863
1320,0.982355535
1321,0.026802968
1322,0.990504682
1323,0.998170972
1324,0.197265759
1325,0.990691125
1326,0.99238354
1327,0.00411244
1328,0.022664012
1329,0.199574098
1330,0.995026767
1331,0.031158758
1332,0.010244689
1333,0.973495185
1334,0.116490453
1335,0.406168997
1336,0.041053798
1337,0.630851626
1338,0.983497918
1339,0.995706379
1340,0.019988229
1341,0.01470789
1342,0.00920298
1343,0.215741068
1344,0.991513669
1345,0.966852665
1346,0.994694531
1347,0.992389143
1348,0.997056365
1349,0.591319442
1350,0.136057198
1351,0.977920711
1352,0.017391123
1353,0.009220934
1354,0.982838452
1355,0.988887131
1356,0.086030543
1357,0.996967375
1358,0.036575027
1359,0.989781857
1360,0.922253847
1361,0.981649816
1362,0.958449066
1363,0.987914383
1364,0.002187923
1365,0.732569396
1366,0.824930429
1367,0.068737641
1368,0.937586904
1369,0.930708647
1370,0.96901691
1371,0.04150515
1372,0.214112103
1373,0.991811275
1374,0.93919152
1375,0.039068356
1376,0.900101423
1377,0.9730919
1378,0.819191575
1379,0.992207348
1380,0.992748559
1381,0.964245379
1382,0.465249062
1383,0.017061992
1384,0.98815465
1385,0.995429277
1386,0.167461187
1387,0.995388627
1388,0.00735151
1389,0.9971295
1390,0.889508247
1391,0.007872184
1392,0.121345744
1393,0.98661381
1394,0.00960531
1395,0.066143118
1396,0.668541253
1397,0.996129274
1398,0.992529094
1399,0.561651289
1400,0.034649003
1401,0.835395098
1402,0.959439814
1403,0.988269925
1404,0.96963042
1405,0.833520114
1406,0.041127946
1407,0.036776029
1408,0.988048375
1409,0.950787485
1410,0.605430722
1411,0.464157552
1412,0.023740856
1413,0.046798348
1414,0.072416909
1415,0.996174693
1416,0.99466151
1417,0.899754643
1418,0.003815355
1419,0.065220751
1420,0.173478469
1421,0.912423074
1422,0.019598
1423,0.929799259
1424,0.663203239
1425,0.045819763
1426,0.796134889
1427,0.00934845
1428,0.992602289
1429,0.157896206
1430,0.994445503
1431,0.017898543
1432,0.981051087
1433,0.981892049
1434,0.216515392
1435,0.074313678
1436,0.994563639
1437,0.995347202
1438,0.070830666
1439,0.990274012
1440,0.035051081
1441,0.047766805
1442,0.060701694
1443,0.981352389
1444,0.961231768
1445,0.728327751
1446,0.054999799
1447,0.949690342
1448,0.794694483
1449,0.010204618
1450,0.01503272
1451,0.995540798
1452,0.296394199
1453,0.206874445
1454,0.036965434
1455,0.996842265
1456,0.960414529
1457,0.64996165
1458,0.856872797
1459,0.991687596
1460,0.495551288
1461,0.011427671
1462,0.997147739
1463,0.608324945
1464,0.068585426
1465,0.99182862
1466,0.004828409
1467,0.994680107
1468,0.995052993
1469,0.544846535
1470,0.019000849
1471,0.906937599
1472,0.036848519
1473,0.982857466
1474,0.819734693
1475,0.019029194
1476,0.338116586
1477,0.960664093
1478,0.046256389
1479,0.897834301
1480,0.990361452
1481,0.061758991
1482,0.31681028
1483,0.015893858
1484,0.983849168
1485,0.08024893
1486,0.004656252
1487,0.973790467
1488,0.995292962
1489,0.994122207
1490,0.777210176
1491,0.997303128
1492,0.984710753
1493,0.987069368
1494,0.089562111
1495,0.940949619
1496,0.020281876
1497,0.99773252
1498,0.027268667
1499,0.05045804
1500,0.996688187
1501,0.985818565
1502,0.97808367
1503,0.218162581
1504,0.996300817
1505,0.906774759
1506,0.017033465
1507,0.761620104
1508,0.503159285
1509,0.020861568
1510,0.987198532
1511,0.023120174
1512,0.024795651
1513,0.030421894
1514,0.92456919
1515,0.460823864
1516,0.200998574
1517,0.979321361
1518,0.991687834
1519,0.993717313
1520,0.934241772
1521,0.026352318
1522,0.173877046
1523,0.623284459
1524,0.170516685
1525,0.052188799
1526,0.793777645
1527,0.982513964
1528,0.030453008
1529,0.288451672
1530,0.978064835
1531,0.004435746
1532,0.327828705
1533,0.972500026
1534,0.020099143
1535,0.123379156
1536,0.929666758
1537,0.031006828
1538,0.267308801
1539,0.981166542
1540,0.012483062
1541,0.342592597
1542,0.9912498
1543,0.988067031
1544,0.460007578
1545,0.463577628
1546,0.003102014
1547,0.994015157
1548,0.993982017
1549,0.980026782
1550,0.996332645
1551,0.126697302
1552,0.021066843
1553,0.973237097
1554,0.990464449
1555,0.992128253
1556,0.984027267
1557,0.993054211
1558,0.020013375
1559,0.986733139
1560,0.979315817
1561,0.014715354
1562,0.016593037
1563,0.121425025
1564,0.997101367
1565,0.995972335
1566,0.975646317
1567,0.030782571
1568,0.052946769
1569,0.898983359
1570,0.981606483
1571,0.070361406
1572,0.100576527
1573,0.996790826
1574,0.563704789
1575,0.04142791
1576,0.092293568
1577,0.99341017
1578,0.882718146
1579,0.148505077
1580,0.347099125
1581,0.548304081
1582,0.303110242
1583,0.009163512
1584,0.995741487
1585,0.088535897
1586,0.970264733
1587,0.382461578
1588,0.272594035
1589,0.013682178
1590,0.932743371
1591,0.993264794
1592,0.987333
1593,0.536001682
1594,0.979941726
1595,0.013864209
1596,0.008589351
1597,0.523341238
1598,0.06548661
1599,0.995730937
1600,0.026535887
1601,0.64484936
1602,0.986314416
1603,0.996411741
1604,0.975306213
1605,0.046783455
1606,0.523039639
1607,0.994006872
1608,0.987740815
1609,0.619631648
1610,0.303983063
1611,0.940788746
1612,0.99818629
1613,0.996761918
1614,0.043064892
1615,0.997246623
1616,0.977726042
1617,0.057122432
1618,0.583854258
1619,0.513390958
1620,0.989387155
1621,0.752308786
1622,0.845681965
1623,0.438102692
1624,0.061534408
1625,0.013053671
1626,0.038205758
1627,0.967706025
1628,0.990562141
1629,0.989892542
1630,0.013266139
1631,0.035357289
1632,0.010735213
1633,0.016197849
1634,0.015362514
1635,0.029678602
1636,0.442558497
1637,0.016128475
1638,0.024796609
1639,0.092064761
1640,0.024901252
1641,0.778114498
1642,0.010917682
1643,0.018307017
1644,0.007891686
1645,0.020859772
1646,0.994566917
1647,0.085882798
1648,0.975426912
1649,0.934669554
1650,0.005797396
1651,0.010169183
1652,0.56188488
1653,0.022104748
1654,0.146867156
1655,0.006830618
1656,0.019540956
1657,0.164161772
1658,0.98939532
1659,0.99701035
1660,0.688295901
1661,0.960285425
1662,0.959045947
1663,0.997514606
1664,0.936986506
